상호명,주소,업종대분류,업종중분류,업종소분류
파리바게뜨,서울특별시 광진구 광장동 457-1,음식,제과제빵떡케익,제과점
나고미앤겐로쿠,서울특별시 송파구 문정동 618,음식,분식,라면김밥분식
산보갈땐김밥,서울특별시 영등포구 신길동 2349,음식,분식,라면김밥분식
수기명장,서울특별시 강북구 미아동 1318,생활서비스,이/미용/건강,비만/피부관리
카페멍스,서울특별시 노원구 상계동 354-11,음식,커피점/카페,커피전문점/카페/다방
고향칼국수,서울특별시 마포구 서교동 459-7,음식,분식,국수/만두/칼국수
빨간펜수학의달인서강교습소,서울특별시 마포구 창전동 291-2,학문/교육,학문교육기타,학습지보급
광수네춘천숯불닭갈비구로점,서울특별시 구로구 구로동 31-10,음식,닭/오리요리,닭갈비전문
삼성모바일일렉트로마트왕십리점,서울특별시 성동구 행당동 168-1,소매,가전제품소매,일반가전제품
아만닭강정,서울특별시 강서구 화곡동 362-169,음식,닭/오리요리,후라이드/양념치킨
라니작업실,서울특별시 노원구 월계동 18,음식,커피점/카페,커피전문점/카페/다방
지브로푸드,서울특별시 성북구 석관동 124-61,음식,한식,한식/백반/한정식
GS25풍납리버빌,서울특별시 송파구 풍납동 261,소매,종합소매점,편의점
미스데이코스메틱,서울특별시 강남구 논현동 106-8,,,
마곡나루백암순대국,서울특별시 강서구 마곡동 757-5,음식,별식/퓨전요리,순대전문점
배달삼겹돼지되지명일역점,서울특별시 강동구 천호동 32-5,음식,한식,갈비/삼겹살
지에스리테일H&B현대시티몰,서울특별시 송파구 문정동 634,소매,종합소매점,종합소매
GS25,서울특별시 강북구 수유동 58-1,소매,종합소매점,편의점
시너지,서울특별시 관악구 신림동 1655-18,,,
푸짐한집,서울특별시 송파구 마천동 140-2,음식,한식,한식/백반/한정식
신사찜질방사우나,서울특별시 서초구 잠원동 50-5,생활서비스,대중목욕탕/휴게,사우나/증기탕/온천
에이치케이인터내셔널,서울특별시 서초구 양재동 279-9,,,
플러스골드,서울특별시 종로구 옥인동 19-25,음식,커피점/카페,커피전문점/카페/다방
하하,서울특별시 서초구 양재동 232,,,
미즈볼앤코,서울특별시 용산구 이태원동 658,음식,양식,정통양식/경양식
415Hairshop,서울특별시 마포구 아현동 415-3,생활서비스,이/미용/건강,여성미용실
오복집,서울특별시 강서구 등촌동 655-27,음식,분식,라면김밥분식
사천죽원,서울특별시 강남구 신사동 660-10,음식,양식,정통양식/경양식
동부등갈비찜,서울특별시 중랑구 상봉동 130-19,음식,한식,갈비/삼겹살
오늘의케이크,서울특별시 강동구 성내동 203-23,음식,제과제빵떡케익,케익전문점
카페라로,서울특별시 강서구 화곡동 1128-2,음식,커피점/카페,커피전문점/카페/다방
NAIL아토,서울특별시 강동구 명일동 42,생활서비스,이/미용/건강,발/네일케어
메트로놈,서울특별시 마포구 연남동 390-21,음식,한식,한식/백반/한정식
DOCKING,서울특별시 서초구 양재동 280-10,음식,한식,한식/백반/한정식
숙성시대,서울특별시 성동구 하왕십리동 700,음식,한식,한식/백반/한정식
농민식품서울총판,서울특별시 영등포구 도림동 250-10,소매,음/식료품소매,식료품점
참국센트라스,서울특별시 성동구 하왕십리동 700,음식,한식,한식/백반/한정식
에이치엠지코리아,서울특별시 강남구 압구정동 494,,,
이디야커피신림문화교점,서울특별시 관악구 신림동 808-368,음식,커피점/카페,커피전문점/카페/다방
지에스리테일H&B기차역점,서울특별시 서대문구 대현동 27-7,소매,종합소매점,종합소매
씨티,서울특별시 강동구 천호동 410-159,음식,유흥주점,빠/카페/스탠드빠
아이유,서울특별시 강북구 수유동 345-18,,,
장철헤어아트홀,서울특별시 관악구 신림동 517-2,생활서비스,이/미용/건강,여성미용실
콤마,서울특별시 관악구 신림동 1652-7,음식,한식,한식/백반/한정식
연희김밥,서울특별시 서대문구 홍제동 266-60,음식,분식,라면김밥분식
루트세븐틴,서울특별시 관악구 봉천동 151-4,음식,커피점/카페,커피전문점/카페/다방
문선생찜탕,서울특별시 강서구 화곡동 1056-1,음식,한식,한식/백반/한정식
맛난부페고덕1호점,서울특별시 강동구 고덕동 193,음식,한식,한식/백반/한정식
퐁세,서울특별시 강서구 염창동 258-1,음식,유흥주점,호프/맥주
돼지분식,서울특별시 강남구 논현동 132-21,음식,분식,라면김밥분식
감미품,서울특별시 광진구 자양동 225-37,,,
낯익다,서울특별시 종로구 익선동 164-1,음식,한식,한식/백반/한정식
가메골,서울특별시 강남구 삼성동 159-7,제조,식품가공/제조,종합식품제조
오비베어,서울특별시 강서구 염창동 107-8,음식,유흥주점,호프/맥주
버클리쿠키,서울특별시 강남구 삼성동 159-7,,,
지미스타코,서울특별시 강남구 대치동 911-13,음식,양식,정통양식/경양식
싱글하우스,서울특별시 광진구 자양동 10-39,음식,양식,정통양식/경양식
서경도락,서울특별시 강남구 논현동 60,음식,한식,한식/백반/한정식
연남빠니니,서울특별시 종로구 청진동 246,,,
올라투,서울특별시 동작구 흑석동 96-1,음식,한식,한식/백반/한정식
빅박스,서울특별시 양천구 신월동 512-8,,,
우리동네일등가양커피집,서울특별시 강서구 가양동 1498,음식,커피점/카페,커피전문점/카페/다방
휘코스메틱,서울특별시 양천구 신정동 207-19,,,
최고야커피랩,서울특별시 송파구 방이동 131-19,음식,커피점/카페,커피전문점/카페/다방
지에스리테일H&B,서울특별시 은평구 갈현동 396-9,소매,종합소매점,종합소매
옐로우피자논현점,서울특별시 강남구 논현동 194-20,음식,패스트푸드,피자전문
종국이두마리치킨,서울특별시 광진구 중곡동 235-11,음식,닭/오리요리,후라이드/양념치킨
성수설렁탕,서울특별시 성동구 성수동2가 289-319,음식,한식,설렁탕집
맛깔참죽&밀크밥버거행당역점,서울특별시 성동구 행당동 346,음식,한식,한식/백반/한정식
족발예찬,서울특별시 강남구 세곡동 590,음식,한식,족발/보쌈전문
Handsomegirl,서울특별시 중구 을지로6가 18-21,,,
유스킨&전신체형관리실,서울특별시 서초구 서초동 1332-2,생활서비스,이/미용/건강,비만/피부관리
진아헤어피부,서울특별시 은평구 증산동 223-28,,,
W헤어,서울특별시 노원구 상계동 169-31,생활서비스,이/미용/건강,여성미용실
이엘푸드,서울특별시 동대문구 전농동 620-69,제조,식품가공/제조,종합식품제조
구립위례별마루어린이집,서울특별시 송파구 장지동 885,학문/교육,유아교육,어린이집
다온,서울특별시 서초구 방배동 882-27,음식,한식,한식/백반/한정식
약산골숯불갈비,서울특별시 구로구 구로동 41-15,음식,한식,갈비/삼겹살
오비비,서울특별시 강남구 개포동 653,,,
커피와핫도그,서울특별시 동대문구 청량리동 411,음식,패스트푸드,핫도그
준오헤어,서울특별시 송파구 문정동 624,생활서비스,이/미용/건강,여성미용실
마초쉐프,서울특별시 강남구 역삼동 817-35,음식,양식,기타전문서양음식점
뮤엠영어,서울특별시 마포구 망원동 432-57,학문/교육,학원-어학,학원-어린이영어
빵을만드는사람들공동체,서울특별시 서대문구 연희동 142-5,음식,제과제빵떡케익,제과점
씨엘펫,서울특별시 마포구 구수동 57-2,소매,종합소매점,시장/종합상가
태극전기,서울특별시 서대문구 연희동 334-42,소매,종합소매점,시장/종합상가
세상의빛교회,서울특별시 서대문구 연희동 334-42,문화/예술/종교,종교,기독교
마시그래이,서울특별시 마포구 동교동 166-14,음식,커피점/카페,커피전문점/카페/다방
명랑시대쌀핫도그천호점,서울특별시 강동구 천호동 412-3,음식,패스트푸드,핫도그
프로게이너짐,서울특별시 강서구 가양동 1496,,,
라페스타,서울특별시 강남구 대치동 937,음식,한식,한식/백반/한정식
세븐일레븐성내으뜸점,서울특별시 강동구 성내동 447,소매,종합소매점,편의점
신닭발클럽,서울특별시 강동구 길동 414-10,음식,닭/오리요리,닭내장/닭발요리
세컨드고메,서울특별시 중랑구 묵동 238-91,음식,양식,정통양식/경양식
수F&B,서울특별시 강북구 미아동 70-2,제조,식품가공/제조,종합식품제조
속리산흑염소,서울특별시 광진구 중곡동 91-2,음식,한식,한식/백반/한정식
존쿡델리미트SimplyBBQ,서울특별시 송파구 문정동 634,음식,양식,정통양식/경양식
서교동노가리,서울특별시 마포구 서교동 330-1,음식,한식,한식/백반/한정식
카페밀,서울특별시 강동구 성내동 543-17,음식,제과제빵떡케익,제과점
다비드슈,서울특별시 강서구 방화동 620-301,제조,식품가공/제조,종합식품제조
GS25,서울특별시 성동구 마장동 772-4,소매,종합소매점,편의점
연탄꽃삼겹신도림점신도림점,서울특별시 구로구 구로동 40-9,음식,한식,갈비/삼겹살
볼보,서울특별시 동작구 사당동 144-7,음식,유흥주점,룸살롱/단란주점
피자에땅,서울특별시 양천구 신정동 954-13,음식,패스트푸드,피자전문
영스킨케어,서울특별시 강서구 화곡동 832-9,생활서비스,이/미용/건강,비만/피부관리
아.예쁘다,서울특별시 동작구 상도동 210-20,생활서비스,이/미용/건강,여성미용실
더서울병원,서울특별시 성북구 동선동4가 53,의료,병원,일반병원
본가한우생고기,서울특별시 광진구 능동 235-18,음식,한식,갈비/삼겹살
달토끼네일,서울특별시 성동구 하왕십리동 700,생활서비스,이/미용/건강,발/네일케어
티앤자산관리대부,서울특별시 동대문구 장안동 245-18,금융,기타금융,여신전문금융업
샬롱드오,서울특별시 성동구 하왕십리동 700,생활서비스,이/미용/건강,여성미용실
달퐁,서울특별시 강서구 방화동 281-38,음식,제과제빵떡케익,제과점
더플레이,서울특별시 마포구 도화동 25-13,,,
60계치킨,서울특별시 성북구 종암동 104-1,음식,유흥주점,호프/맥주
개나발,서울특별시 노원구 월계동 62-10,음식,유흥주점,호프/맥주
스타킹노래바,서울특별시 관악구 신림동 1655-23,음식,유흥주점,룸살롱/단란주점
명동칼국수,서울특별시 중구 주교동 87,음식,분식,국수/만두/칼국수
별밤가요주점,서울특별시 관악구 봉천동 738-191,관광/여가/오락,무도/유흥/가무,무도유흥주점-종합
칠프로칠백식당,서울특별시 용산구 동빙고동 7-18,음식,한식,한식/백반/한정식
지에스25화곡달빛,서울특별시 강서구 화곡동 928-35,소매,종합소매점,편의점
스테이지비,서울특별시 용산구 한남동 727-56,,,
활짝핀메밀난곡점,서울특별시 관악구 신림동 1565-13,음식,분식,라면김밥분식
미스터초밥,서울특별시 강북구 미아동 813,음식,일식/수산물,음식점-초밥전문
반반김밥,서울특별시 강북구 미아동 124-20,음식,분식,라면김밥분식
해인의료재단동신한방병원,서울특별시 양천구 목동 404-256,의료,병원,한방병원
육회이야기,서울특별시 중구 신당동 374-14,음식,한식,한식/백반/한정식
법인한백식품,서울특별시 송파구 잠실동 40-1,제조,식품가공/제조,종합식품제조
슈퍼쌀핫도그,서울특별시 관악구 봉천동 953-17,음식,패스트푸드,핫도그
몰리고몰리다,서울특별시 동대문구 이문동 331-1,제조,식품가공/제조,종합식품제조
족보잇는국밥,서울특별시 중구 남대문로5가 537,음식,한식,해장국/감자탕
육구갈비홍대본점,서울특별시 마포구 서교동 364-20,음식,한식,갈비/삼겹살
명성게장,서울특별시 마포구 신수동 381-11,제조,식품가공/제조,종합식품제조
딜리스블랑,서울특별시 영등포구 대림동 993-56,제조,식품가공/제조,종합식품제조
죽이야기,서울특별시 중구 회현동1가 194-30,음식,별식/퓨전요리,죽전문점
스시호,서울특별시 노원구 공릉동 382-10,음식,일식/수산물,음식점-초밥전문
화룡초두부1호점,서울특별시 구로구 가리봉동 25-294,음식,중식,중국음식/중국집
대한장어,서울특별시 서초구 잠원동 38-23,음식,유흥주점,빠/카페/스탠드빠
주스앤그로서리,서울특별시 강동구 암사동 452-49,제조,식품가공/제조,종합식품제조
아이펠마르미용실,서울특별시 노원구 공릉동 561-20,생활서비스,이/미용/건강,여성미용실
수기바디관리,서울특별시 양천구 신월동 124-25,생활서비스,이/미용/건강,비만/피부관리
아이앤네일,서울특별시 성동구 응봉동 15,생활서비스,이/미용/건강,발/네일케어
나비호스텔,서울특별시 마포구 동교동 155-30,숙박,모텔/여관/여인숙,모텔/여관/여인숙
생선지존진땡이신도림역점,서울특별시 구로구 구로동 31-3,음식,일식/수산물,해물찜/탕전문
굽네치킨,서울특별시 강서구 마곡동 758-2,음식,닭/오리요리,후라이드/양념치킨
대웅글로벌,서울특별시 강서구 화곡동 884-10,,,
삼색칼국수,서울특별시 강북구 미아동 776-82,음식,분식,국수/만두/칼국수
멜로워코리아,서울특별시 성동구 성수동2가 333-94,음식,양식,정통양식/경양식
에머이문정점,서울특별시 송파구 문정동 651,음식,한식,한식/백반/한정식
감탄떡볶이오류점,서울특별시 구로구 오류동 156,음식,분식,떡볶이전문
이성원쉐프의청년감자탕,서울특별시 송파구 방이동 110-12,음식,한식,해장국/감자탕
생활커피,서울특별시 송파구 문정동 634,음식,한식,한식/백반/한정식
프로스인터네셔날,서울특별시 송파구 문정동 644,제조,기계/장비/기구제조,의료용기기제조-기타
팔,서울특별시 강남구 신사동 553-27,음식,양식,정통양식/경양식
밥초,서울특별시 양천구 신정동 990-19,음식,일식/수산물,음식점-일식
씨유신정하이빌,서울특별시 양천구 신정동 761-82,소매,종합소매점,편의점
목욕탕매점,서울특별시 강동구 천호동 565,소매,종합소매점,수퍼마켓
CU청담블루밍점,서울특별시 강남구 삼성동 65-11,소매,종합소매점,편의점
봉할매김치찌개불백전문점공덕점,서울특별시 마포구 염리동 168-9,음식,한식,한식/백반/한정식
디토르테,서울특별시 중구 충무로1가 52-5,음식,제과제빵떡케익,제과점
흥부네,서울특별시 송파구 마천동 327-12,음식,분식,라면김밥분식
최씨부엌,서울특별시 광진구 구의동 589-10,제조,식품가공/제조,종합식품제조
아크몰,서울특별시 동작구 사당동 1137,,,
정민희헤어,서울특별시 강남구 세곡동 171-24,생활서비스,이/미용/건강,여성미용실
메디아울렛,서울특별시 관악구 봉천동 1527-21,,,
미피갤러리,서울특별시 동대문구 전농동 591-53,,,
본우리집밥한국우편사업진흥원점구내식당,서울특별시 영등포구 영등포동7가 47-2,음식,기타음식업,구내식당/자급식음식점
쌀눈쌀현미누룽지,서울특별시 송파구 잠실동 22-6,제조,식품가공/제조,종합식품제조
테이블원,서울특별시 강남구 신사동 540,음식,양식,정통양식/경양식
현대씨앤알,서울특별시 송파구 신천동 7-30,생활서비스,세탁/가사서비스,청소/소독
법무법인도원,서울특별시 서초구 서초동 1696-13,생활서비스,법무세무회계,법무사
한국사이버보안연구원,서울특별시 강서구 화곡동 985-23,전자/정보통신,정보기술서비스,사업정보제공서비스
동양구조안전기술,서울특별시 송파구 문정동 644-2,소매,가정/주방/인테리어,조명기구/전기용품
NAILRO,서울특별시 송파구 삼전동 8-12,생활서비스,이/미용/건강,발/네일케어
오하이오,서울특별시 성동구 옥수동 100,음식,커피점/카페,커피전문점/카페/다방
비디오컨설팅,서울특별시 강남구 삼성동 124-4,생활서비스,물품기기대여,비디오/오디오테이프대여
커피홀,서울특별시 강서구 마곡동 760-2,음식,커피점/카페,커피전문점/카페/다방
신우,서울특별시 송파구 문정동 634,제조,식품가공/제조,종합식품제조
GH자연건강,서울특별시 관악구 신림동 1428-12,,,
한앤둘치킨,서울특별시 양천구 신월동 19-14,음식,닭/오리요리,후라이드/양념치킨
카페따스한,서울특별시 은평구 녹번동 48-5,음식,커피점/카페,커피전문점/카페/다방
씨유연남고가,서울특별시 마포구 연남동 480-2,소매,종합소매점,편의점
디저트스튜디오단청,서울특별시 노원구 상계동 107-1482,제조,식품가공/제조,종합식품제조
빨강우산부대찌개,서울특별시 강남구 역삼동 702-13,음식,한식,부대찌개/섞어찌개
솔이네,서울특별시 서초구 서초동 1318-11,,,
퍼센트,서울특별시 양천구 신월동 64-1,음식,커피점/카페,커피전문점/카페/다방
복돼지,서울특별시 용산구 한강로2가 43-3,음식,한식,한식/백반/한정식
명임산채,서울특별시 은평구 응암동 90-1,제조,식품가공/제조,종합식품제조
GS25,서울특별시 강서구 방화동 814,소매,종합소매점,편의점
파파존스숙대점,서울특별시 용산구 원효로2가 1-37,음식,패스트푸드,피자전문
거북이닭강정,서울특별시 관악구 봉천동 1611-21,음식,닭/오리요리,후라이드/양념치킨
카페서울숲,서울특별시 성동구 성수동1가 685-704,음식,커피점/카페,커피전문점/카페/다방
리더스푸드,서울특별시 용산구 동자동 9-15,음식,한식,한식/백반/한정식
자매집,서울특별시 구로구 구로동 735-12,음식,한식,한식/백반/한정식
허슬버슬,서울특별시 강남구 역삼동 620-9,음식,커피점/카페,커피전문점/카페/다방
타르타르,서울특별시 서대문구 창천동 18-84,음식,양식,정통양식/경양식
한우사랑,서울특별시 노원구 상계동 1025-34,음식,한식,한식/백반/한정식
엔지웨이,서울특별시 성동구 성수동1가 162-5,,,
국회의원식당카페,서울특별시 영등포구 여의도동 1,음식,커피점/카페,커피전문점/카페/다방
라이스팩토리,서울특별시 강남구 삼성동 159,음식,커피점/카페,커피전문점/카페/다방
클레멘타인,서울특별시 성북구 동선동5가 100,음식,제과제빵떡케익,제과점
후암동술집,서울특별시 용산구 후암동 257-8,음식,일식/수산물,음식점-일식
바른스시은평롯데몰점,서울특별시 은평구 진관동 63,음식,일식/수산물,음식점-초밥전문
유기농스킨케어,서울특별시 강동구 길동 146,생활서비스,이/미용/건강,비만/피부관리
손이랑발이랑,서울특별시 은평구 대조동 240,,,
비샵,서울특별시 광진구 자양동 681-2,생활서비스,이/미용/건강,여성미용실
메르시푸드,서울특별시 성북구 돈암동 609-1,제조,식품가공/제조,종합식품제조
바비드,서울특별시 용산구 용문동 1-135,,,
비에이블스터디카페,서울특별시 송파구 잠실동 176-4,음식,커피점/카페,커피전문점/카페/다방
H쇼핑몰,서울특별시 도봉구 방학동 632,,,
버거킹거여역점,서울특별시 송파구 거여동 36-4,음식,패스트푸드,패스트푸드
암웨이,서울특별시 구로구 개봉동 478,소매,종합소매점,생활용품판매
이삭토스트,서울특별시 강서구 등촌동 512-7,음식,패스트푸드,토스트전문
들녘향기,서울특별시 은평구 갈현동 529-35,제조,식품가공/제조,종합식품제조
미어상봉점,서울특별시 중랑구 상봉동 106-29,음식,커피점/카페,커피전문점/카페/다방
비어팩토리,서울특별시 강남구 삼성동 151-29,음식,유흥주점,호프/맥주
원조명동찌개마을,서울특별시 구로구 구로동 1125-10,음식,한식,한식/백반/한정식
다이너,서울특별시 강남구 신사동 590-19,음식,한식,한식/백반/한정식
하루,서울특별시 중구 충무로4가 133-1,음식,유흥주점,룸살롱/단란주점
푸드3800,서울특별시 영등포구 당산동1가 346-3,음식,한식,한식/백반/한정식
홍램,서울특별시 은평구 구산동 9-44,음식,중식,중국음식/중국집
스칼렛,서울특별시 광진구 구의동 257-76,음식,한식,한식/백반/한정식
상상드림푸드,서울특별시 마포구 성산동 277-46,,,
monbeurre,서울특별시 은평구 녹번동 160-13,,,
만화카페콩툰,서울특별시 종로구 동숭동 1-28,음식,커피점/카페,커피전문점/카페/다방
양계장집아들낙성대샤로수길점,서울특별시 관악구 봉천동 1612-26,음식,유흥주점,호프/맥주
손큰할매순대국,서울특별시 종로구 낙원동 225,음식,별식/퓨전요리,순대전문점
이디야커피,서울특별시 영등포구 신길동 3849,음식,커피점/카페,커피전문점/카페/다방
하카타도넛츠한시적영업,서울특별시 강동구 천호동 455-8,제조,식품가공/제조,종합식품제조
사나운치킨,서울특별시 구로구 천왕동 156-14,음식,한식,한식/백반/한정식
성윤운수,서울특별시 광진구 구의동 246-14,,,
위드미신사타운점,서울특별시 강남구 신사동 507-3,소매,종합소매점,편의점
김영자나주곰탕,서울특별시 관악구 신림동 110-6,음식,한식,설렁탕집
송강민물장어방배동점,서울특별시 서초구 방배동 1002-1,음식,일식/수산물,민물장어전문
세레니끄,서울특별시 성동구 옥수동 561,생활서비스,이/미용/건강,비만/피부관리
큰손제주흑돼지,서울특별시 송파구 송파동 50,음식,한식,한식/백반/한정식
스시이끼,서울특별시 강남구 신사동 630-1,음식,일식/수산물,음식점-초밥전문
마당통닭,서울특별시 중랑구 상봉동 127-45,음식,유흥주점,호프/맥주
라온커머스,서울특별시 금천구 가산동 543-1,,,
형제이용원,서울특별시 성북구 정릉동 401-2,생활서비스,이/미용/건강,남성미용실
도깨비,서울특별시 강동구 천호동 291-22,음식,한식,한식/백반/한정식
뚱보밥상,서울특별시 강동구 천호동 167-137,음식,분식,라면김밥분식
못골빈대떡,서울특별시 강남구 일원동 666-5,음식,한식,한식/백반/한정식
한탕,서울특별시 마포구 동교동 148-11,음식,한식,한식/백반/한정식
법인경성,서울특별시 송파구 문정동 628,제조,식품가공/제조,종합식품제조
커피빈코리아논현2015번지점,서울특별시 강남구 논현동 201-5,음식,커피점/카페,커피전문점/카페/다방
마마스팜,서울특별시 강남구 대치동 942-19,,,
강동홍어,서울특별시 강동구 길동 413-1,음식,한식,한식/백반/한정식
소정공방,서울특별시 강동구 성내동 384-11,음식,커피점/카페,커피전문점/카페/다방
투썸플레이스공덕헤링턴스퀘어점,서울특별시 마포구 도화동 25-13,음식,커피점/카페,커피전문점/카페/다방
황금알간장게장,서울특별시 송파구 신천동 17,음식,일식/수산물,게장전문
옐로우팟,서울특별시 송파구 문정동 644-2,음식,한식,한식/백반/한정식
서울샐러드,서울특별시 용산구 동자동 43-21,,,
바로티나,서울특별시 양천구 신월동 159-50,,,
알렌센터에프티,서울특별시 강남구 청담동 117-40,음식,한식,한식/백반/한정식
소소떡볶이,서울특별시 노원구 상계동 173-1,음식,분식,떡볶이전문
대림한식뷔페,서울특별시 송파구 마천동 181,음식,한식,한식/백반/한정식
페이머스하와이쉬림프,서울특별시 중구 소공동 1,,,
뉴미미일품양꼬치,서울특별시 강남구 역삼동 738-34,음식,유흥주점,꼬치구이전문점
편의점포차더필드,서울특별시 금천구 독산동 293-21,음식,유흥주점,소주방/포장마차
가마솥진국,서울특별시 송파구 잠실동 40-1,제조,식품가공/제조,종합식품제조
시너지월드와이드,서울특별시 도봉구 창동 474-25,소매,건강/미용식품,건강식품판매
씨유화곡소비자,서울특별시 강서구 화곡동 1056,소매,종합소매점,편의점
마음속눈썹,서울특별시 동대문구 답십리동 258-4,생활서비스,이/미용/건강,여성미용실
명랑시대쌀핫도그,서울특별시 서대문구 연희동 133-30,음식,패스트푸드,핫도그
이디야커피,서울특별시 강동구 암사동 479-13,음식,커피점/카페,커피전문점/카페/다방
이레미트,서울특별시 금천구 독산동 1007-4,제조,식품가공/제조,종합식품제조
유명이발소,서울특별시 광진구 자양동 845-16,생활서비스,이/미용/건강,남성미용실
심심푸리,서울특별시 양천구 신정동 323-12,,,
와이에이비커머스,서울특별시 영등포구 신길동 861,제조,식품가공/제조,종합식품제조
고고핫도그,서울특별시 광진구 자양동 48-2,음식,패스트푸드,핫도그
비케이맨즈네일,서울특별시 서대문구 대현동 136-1,생활서비스,이/미용/건강,발/네일케어
SK사우나이용,서울특별시 성북구 종암동 104-1,생활서비스,이/미용/건강,남성미용실
유네일,서울특별시 동대문구 답십리동 467-45,생활서비스,이/미용/건강,발/네일케어
쿠모쿠모샌드,서울특별시 중랑구 면목동 55-10,음식,패스트푸드,샌드위치전문점
토시리,서울특별시 송파구 장지동 883,음식,제과제빵떡케익,제과점
히코코,서울특별시 중구 남대문로5가 84-11,음식,커피점/카페,커피전문점/카페/다방
포헨,서울특별시 영등포구 당산동3가 395-40,,,
메타메타동인,서울특별시 동대문구 이문동 339-4,제조,식품가공/제조,종합식품제조
카페호리,서울특별시 강동구 고덕동 486,음식,유흥주점,호프/맥주
윤진이네,서울특별시 금천구 가산동 60-5,제조,식품가공/제조,종합식품제조
LAMORRA,서울특별시 서초구 반포동 76-1,음식,양식,기타전문서양음식점
몽샹디저트,서울특별시 송파구 잠실동 40-1,음식,커피점/카페,커피전문점/카페/다방
팬더차이나,서울특별시 구로구 개봉동 329-24,음식,중식,중국음식/중국집
계화기식당,서울특별시 영등포구 당산동3가 223-9,음식,일식/수산물,음식점-일식
능동샐러드,서울특별시 광진구 화양동 3-61,음식,한식,한식/백반/한정식
단로실,서울특별시 성북구 성북동 177-90,,,
GS25,서울특별시 서대문구 북가좌동 336-33,소매,종합소매점,편의점
소노야,서울특별시 마포구 상암동 1140,,,
위드미독산제일점,서울특별시 금천구 독산동 1058-46,소매,종합소매점,편의점
감탄떡볶이마천역점,서울특별시 송파구 마천동 301-57,음식,분식,떡볶이전문
감탄떡볶이오류역점,서울특별시 구로구 오류동 54-5,음식,분식,떡볶이전문
감탄떡볶이성내역점,서울특별시 송파구 신천동 17-4,음식,분식,떡볶이전문
스시유키,서울특별시 강남구 신사동 600-16,음식,일식/수산물,음식점-초밥전문
아티제잠실타워730점,서울특별시 송파구 신천동 7-30,음식,커피점/카페,커피전문점/카페/다방
정살롱,서울특별시 강남구 역삼동 612-3,생활서비스,이/미용/건강,여성미용실
행복,서울특별시 강동구 길동 389-1,음식,유흥주점,룸살롱/단란주점
마당,서울특별시 은평구 불광동 268-12,음식,한식,한식/백반/한정식
신상컵스토리,서울특별시 중구 남창동 46-12,음식,한식,한식/백반/한정식
빈앤클랑대치점,서울특별시 강남구 대치동 943-19,음식,커피점/카페,커피전문점/카페/다방
신부자전통재래식황토숯가마구이김,서울특별시 강동구 명일동 15,제조,식품가공/제조,종합식품제조
CU,서울특별시 은평구 진관동 127-23,소매,종합소매점,편의점
그리너리,서울특별시 강동구 암사동 452-49,제조,식품가공/제조,종합식품제조
청춘미장원,서울특별시 노원구 상계동 593-14,생활서비스,이/미용/건강,여성미용실
맛사랑한식뷔페,서울특별시 구로구 구로동 851,음식,부페,종합부페
또봉이통닭,서울특별시 노원구 공릉동 440-7,음식,닭/오리요리,후라이드/양념치킨
BBQ치킨,서울특별시 광진구 구의동 546-1,음식,닭/오리요리,후라이드/양념치킨
호가네철판,서울특별시 도봉구 방학동 682,음식,한식,한식/백반/한정식
지에스리테일H&B성신여대점,서울특별시 성북구 동선동1가 3-2,소매,종합소매점,종합소매
시밀레,서울특별시 성동구 하왕십리동 700,음식,제과제빵떡케익,제과점
베스킨라빈스상왕십리센트라스점,서울특별시 성동구 하왕십리동 700,음식,패스트푸드,아이스크림판매
한국인격심리치료협회,서울특별시 양천구 목동 605-4,의료,비수용복지시설,비수용복지시설-종합
강동도시양봉농업협동조합,서울특별시 강동구 천호동 425-5,금융,은행,농협
조은리빙,서울특별시 강서구 방화동 538-14,소매,가정/주방/인테리어,주방용품
도영모터스,서울특별시 성동구 용답동 249-1,소매,자동차/자동차용품,중고자동차판매
더모먼트,서울특별시 은평구 응암동 592-65,음식,한식,한식/백반/한정식
커피베이,서울특별시 은평구 역촌동 7-13,음식,커피점/카페,커피전문점/카페/다방
만나떡방,서울특별시 성동구 행당동 298-86,음식,제과제빵떡케익,떡전문
LUMINO,서울특별시 서초구 서초동 1349-22,음식,커피점/카페,커피전문점/카페/다방
어캐스크,서울특별시 강남구 삼성동 147-13,음식,양식,정통양식/경양식
센텔리안24,서울특별시 송파구 문정동 634,,,
오복유통,서울특별시 구로구 온수동 51-1,제조,식품가공/제조,종합식품제조
카페도헤이,서울특별시 중구 신당동 213-48,음식,커피점/카페,커피전문점/카페/다방
휴코스스파,서울특별시 강동구 성내동 448-2,생활서비스,이/미용/건강,비만/피부관리
젠틀맨,서울특별시 금천구 가산동 371-28,생활서비스,이/미용/건강,여성미용실
미립,서울특별시 강남구 신사동 508-12,생활서비스,이/미용/건강,여성미용실
행운,서울특별시 관악구 봉천동 1671-3,생활서비스,이/미용/건강,남성미용실
OSOSO헤어,서울특별시 관악구 봉천동 926-29,생활서비스,이/미용/건강,여성미용실
동소문피스커피,서울특별시 성북구 동소문동6가 170,음식,양식,정통양식/경양식
스마일명품찹쌀꽈배기,서울특별시 중랑구 면목동 22-19,제조,식품가공/제조,종합식품제조
비엔나핫도그,서울특별시 구로구 구로동 1280,음식,패스트푸드,패스트푸드
시너지코리아,서울특별시 구로구 구로동 650-4,,,
악마의잼,서울특별시 영등포구 당산동4가 80,,,
