상호명,주소,업종대분류,업종중분류,업종소분류
세븐일레븐새절증산로점,서울특별시 은평구 신사동 337-12,소매,종합소매점,편의점
투썸플레이스CGV상봉점,서울특별시 중랑구 상봉동 501,음식,커피점/카페,커피전문점/카페/다방
케이오늘,서울특별시 강동구 성내동 417-42,음식,한식,한식/백반/한정식
모헤닉스테이308,서울특별시 영등포구 문래동3가 54-20,음식,양식,정통양식/경양식
족발집,서울특별시 성북구 동소문동2가 287,음식,한식,족발/보쌈전문
낯꽃피다,서울특별시 마포구 서교동 391-18,생활서비스,이/미용/건강,여성미용실
옛날우거지추어탕,서울특별시 금천구 시흥동 114-9,음식,한식,추어탕전문
봉추찜닭군자역점,서울특별시 광진구 군자동 477-1,음식,닭/오리요리,찜닭전문점
모스트레이딩,서울특별시 마포구 마포동 216,,,
아이비에스테틱,서울특별시 강남구 논현동 202-19,생활서비스,이/미용/건강,비만/피부관리
삼떡&삼꼬치,서울특별시 중랑구 망우동 349-5,음식,유흥주점,꼬치구이전문점
히코코,서울특별시 서초구 서초동 1318,음식,양식,정통양식/경양식
라니마라탕,서울특별시 금천구 독산동 990-16,음식,중식,중국음식/중국집
은진교회,서울특별시 중랑구 묵동 75-1,문화/예술/종교,종교,기독교
에스프레소코코,서울특별시 강서구 화곡동 357-24,음식,커피점/카페,커피전문점/카페/다방
모닝글로리,서울특별시 성북구 동소문동1가 30,소매,사무/문구/컴퓨터,사무/문구용품
통영다찌,서울특별시 강남구 논현동 81-4,음식,일식/수산물,해물찜/탕전문
메이드블랙,서울특별시 용산구 한남동 737-37,음식,양식,정통양식/경양식
고려부동산,서울특별시 강남구 역삼동 754,부동산,부동산중개,부동산중개
남원골추어탕전문메기매운탕교대역본점,서울특별시 서초구 서초동 1713-4,음식,한식,추어탕전문
봉싸롱,서울특별시 성동구 금호동2가 491-1,음식,분식,라면김밥분식
심포파머코리아,서울특별시 종로구 신문로1가 163,,,
꼼장어엔갈매기살,서울특별시 서초구 방배동 448-20,음식,일식/수산물,곰장어전문
제이쇼핑,서울특별시 송파구 오금동 50-2,,,
GS25,서울특별시 중랑구 면목동 186-21,소매,종합소매점,편의점
GS25,서울특별시 동대문구 제기동 137-41,소매,종합소매점,편의점
위드바,서울특별시 중랑구 신내동 530-11,음식,한식,한식/백반/한정식
하나마트,서울특별시 중랑구 중화동 290-2,소매,종합소매점,수퍼마켓
한성인테리어철물,서울특별시 중랑구 망우동 516-30,소매,가정/주방/인테리어,인테리어/욕실용품/커튼
새생활할인점,서울특별시 중랑구 망우동 407-1,소매,종합소매점,수퍼마켓
파스쿠찌,서울특별시 강서구 마곡동 797-1,음식,커피점/카페,커피전문점/카페/다방
픽시네일,서울특별시 성동구 옥수동 428-10,생활서비스,이/미용/건강,발/네일케어
큰집닭강정,서울특별시 도봉구 방학동 619-16,음식,닭/오리요리,후라이드/양념치킨
쿠킹맘,서울특별시 강서구 내발산동 701-15,음식,분식,라면김밥분식
백제이용원,서울특별시 송파구 석촌동 15,생활서비스,이/미용/건강,남성미용실
연탄돈가,서울특별시 송파구 잠실동 206-19,음식,한식,한식/백반/한정식
에셈유통,서울특별시 관악구 봉천동 34-34,,,
파자마파티,서울특별시 마포구 연남동 240-10,음식,한식,한식/백반/한정식
CU,서울특별시 성북구 석관동 332-67,소매,종합소매점,편의점
로드분식,서울특별시 은평구 대조동 68-4,음식,분식,라면김밥분식
슈가맨,서울특별시 양천구 신정동 895-25,음식,한식,한식/백반/한정식
누베베한의원,서울특별시 강남구 역삼동 705-24,의료,병원,한의원
쥬벤쿠바,서울특별시 관악구 봉천동 1621-17,,,
옛날통닭,서울특별시 은평구 진관동 69-1,음식,유흥주점,호프/맥주
신진유통,서울특별시 영등포구 양평동3가 45,제조,식품가공/제조,종합식품제조
히,서울특별시 은평구 역촌동 70-16,음식,일식/수산물,음식점-일식
건강삶을지키다,서울특별시 강서구 화곡동 369-41,,,
21세기우리바다수산,서울특별시 영등포구 도림동 208-2,음식,일식/수산물,횟집
백남옥손만두,서울특별시 영등포구 영등포동4가 442,음식,분식,국수/만두/칼국수
포베이,서울특별시 송파구 장지동 881,음식,별식/퓨전요리,동남아음식전문점
일상별주,서울특별시 용산구 이태원동 127-32,음식,한식,한식/백반/한정식
심플도쿄,서울특별시 종로구 익선동 166-20,,,
24시노래클럽,서울특별시 강서구 마곡동 795-6,,,
신세계노래빠,서울특별시 강서구 마곡동 795-6,음식,유흥주점,룸살롱/단란주점
더그린디쉬,서울특별시 마포구 연남동 260-45,음식,한식,한식/백반/한정식
빈대떡,서울특별시 노원구 상계동 387-117,음식,한식,한식/백반/한정식
옥란59년옛날통닭,서울특별시 성동구 금호동4가 1121-9,음식,유흥주점,호프/맥주
전주콩나물국밥,서울특별시 강북구 수유동 385-3,음식,한식,한식/백반/한정식
만복국수,서울특별시 은평구 갈현동 481-1,음식,분식,라면김밥분식
기쁨소아청소년과의원,서울특별시 노원구 상계동 751-4,의료,병원,소아과
24시노래빵,서울특별시 강서구 마곡동 795-6,,,
더룸헤어,서울특별시 강북구 번동 463-33,생활서비스,이/미용/건강,여성미용실
육대장,서울특별시 중구 충무로3가 59-11,음식,한식,한식/백반/한정식
트로이오이,서울특별시 송파구 신천동 29,음식,한식,한식/백반/한정식
진우푸드,서울특별시 은평구 수색동 75,제조,식품가공/제조,종합식품제조
토담한시적영업,서울특별시 강동구 천호동 455-8,제조,식품가공/제조,종합식품제조
카레집,서울특별시 중구 남창동 232-2,,,
미트벨리리테일,서울특별시 양천구 목동 917-6,제조,식품가공/제조,종합식품제조
다봉상사,서울특별시 구로구 고척동 76-41,제조,식품가공/제조,종합식품제조
네일미,서울특별시 동대문구 답십리동 483-6,생활서비스,이/미용/건강,발/네일케어
금빛네일,서울특별시 도봉구 창동 26,생활서비스,이/미용/건강,발/네일케어
처갓집양념치킨,서울특별시 강동구 길동 99-1,음식,닭/오리요리,후라이드/양념치킨
신촌서서갈비,서울특별시 노원구 공릉동 421-19,음식,한식,갈비/삼겹살
찜했堂,서울특별시 성북구 삼선동2가 256,,,
알앤컵,서울특별시 마포구 성산동 533-1,,,
오키나와블루,서울특별시 송파구 방이동 104-3,음식,양식,정통양식/경양식
생활커피,서울특별시 강서구 방화동 830-3,음식,커피점/카페,커피전문점/카페/다방
블럭프렌드,서울특별시 강북구 미아동 1357-6,제조,식품가공/제조,종합식품제조
슈에뜨헤어,서울특별시 송파구 방이동 210-1,생활서비스,이/미용/건강,여성미용실
영앤핀치,서울특별시 성동구 성수동2가 273-13,음식,유흥주점,호프/맥주
베가스,서울특별시 서초구 반포동 115-5,,,
마왕족발,서울특별시 은평구 진관동 7,음식,한식,족발/보쌈전문
찜방,서울특별시 관악구 남현동 1059-10,,,
차자가도돼지 ,서울특별시 마포구 합정동 427-18,음식,한식,한식/백반/한정식
두두뷰티,서울특별시 도봉구 방학동 703-16,생활서비스,이/미용/건강,여성미용실
마왕족발,서울특별시 강서구 마곡동 760-2,음식,한식,족발/보쌈전문
원더풀비빔밥,서울특별시 성동구 상왕십리동 811,음식,한식,한식/백반/한정식
불타는소금구이,서울특별시 성북구 동선동2가 57-1,음식,한식,한식/백반/한정식
김홍식건강원,서울특별시 구로구 가리봉동 10-11,소매,건강/미용식품,건강원
아빠까바르,서울특별시 관악구 봉천동 1612-30,,,
네모집,서울특별시 강남구 청담동 21-7,음식,한식,한식/백반/한정식
대흥,서울특별시 동작구 사당동 1039-16,생활서비스,이/미용/건강,남성미용실
늘사랑김밥,서울특별시 금천구 독산동 1147,음식,분식,라면김밥분식
피부관리실,서울특별시 강남구 대치동 889-47,생활서비스,이/미용/건강,비만/피부관리
진고로케,서울특별시 중랑구 상봉동 109,,,
정직한고기총각,서울특별시 송파구 오금동 4-11,음식,한식,한식/백반/한정식
허유산코리아,서울특별시 서대문구 창천동 30-33,,,
엠브론즈,서울특별시 동대문구 휘경동 321-57,생활서비스,이/미용/건강,여성미용실
CU신대방리안점,서울특별시 동작구 대방동 394-17,소매,종합소매점,편의점
우리동네만두,서울특별시 구로구 오류동 81-82,음식,분식,국수/만두/칼국수
상상유통구내식당,서울특별시 영등포구 신길동 116-15,음식,기타음식업,구내식당/자급식음식점
핫미남,서울특별시 강북구 수유동 170-22,음식,한식,한식/백반/한정식
식연구소,서울특별시 도봉구 쌍문동 423-96,,,
더치앤빈,서울특별시 영등포구 당산동4가 102,음식,한식,한식/백반/한정식
대림비어,서울특별시 양천구 신정동 324-7,음식,유흥주점,호프/맥주
구로아시아문화축제한사랑컬처,서울특별시 구로구 구로동 3-25,음식,한식,한식/백반/한정식
카페main,서울특별시 성북구 하월곡동 70-128,음식,한식,한식/백반/한정식
만구파이파이,서울특별시 광진구 자양동 227-7,,,
어나더Another,서울특별시 마포구 연남동 487-110,음식,한식,한식/백반/한정식
앙금한설기,서울특별시 구로구 구로동 108,제조,식품가공/제조,종합식품제조
화가난닭,서울특별시 서초구 반포동 115-5,,,
스타벅스,서울특별시 광진구 구의동 200-2,음식,커피점/카페,커피전문점/카페/다방
지씨바이오,서울특별시 강남구 대치동 937,,,
비첸향현대,서울특별시 구로구 신도림동 692,,,
하얼빈식당,서울특별시 구로구 가리봉동 125-39,음식,중식,중국음식/중국집
갈매기愛빠지다,서울특별시 성북구 동선동1가 64,음식,중식,중국음식/중국집
굴러들어온복,서울특별시 금천구 가산동 327-32,음식,한식,한식/백반/한정식
부들누들,서울특별시 마포구 성산동 533-1,,,
원진식품,서울특별시 송파구 가락동 600,,,
크림바바,서울특별시 양천구 목동 917-6,제조,식품가공/제조,종합식품제조
고추스토리,서울특별시 송파구 송파동 95-57,,,
동천,서울특별시 강서구 마곡동 774-9,음식,중식,중국음식/중국집
미가소머리국밥,서울특별시 은평구 불광동 184-9,음식,한식,해장국/감자탕
더로지,서울특별시 마포구 합정동 412-27,생활서비스,이/미용/건강,여성미용실
희망찬플레이스,서울특별시 구로구 천왕동 277,,,
소담촌,서울특별시 노원구 상계동 341-7,음식,한식,한식/백반/한정식
직밥,서울특별시 송파구 문정동 45-8,음식,한식,한식/백반/한정식
GS25,서울특별시 양천구 목동 502-1,소매,종합소매점,편의점
비앤케이넷,서울특별시 강남구 삼성동 118-22,,,
갓텐코리아갓텐스시,서울특별시 강서구 방화동 886,음식,일식/수산물,음식점-초밥전문
카페테루아,서울특별시 은평구 증산동 209-20,음식,커피점/카페,커피전문점/카페/다방
명인갈비,서울특별시 마포구 연남동 361-17,음식,한식,갈비/삼겹살
